id	label	description	x	y	cluster	weight<Total  link strength>	weight<No. of pub. (2000-2021)>	weight<No. of pub. CBIII>	weight<No. of pub. CBII>	weight<No. of pub. CB>	weight<No. of pub. (2017-2018)>	weight<No. of pub. CBI>	score<Avg. pub. year>	score<Perc. pub. CB>	score<Perc. pub. CBII>	score<Perc. pub. CBIII>	score<Perc. pub. CBI>
58	58	"""<table><tr><td>Micro-level field:</td><td>58</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>liquid crystals; molecular crystals and liquid crystals; physical review e; proceedings of spie; japanese journal of applied physics</td></tr><tr><td>Terms:</td><td>nematic liquid crystal; mesomorphic property; binary mixture; liquid crystal display</td></tr></table>"""	0.5115	-0.5275	3	250047	32085	0	0	1	2497	1	2009.7208	0.0004	0	0	1
59	59	"""<table><tr><td>Micro-level field:</td><td>59</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>multiple sclerosis journal; multiple sclerosis and related disorders; neurology; journal of neurology; journal of the neurological sciences</td></tr><tr><td>Terms:</td><td>multiple sclerosis; neuromyelitis optica; person; fatigue; effect</td></tr></table>"""	-0.8265	-0.0784	2	535758	32031	2	3	10	3861	7	2012.9983	0.0026	0.3	0.2	0.7
60	60	"""<table><tr><td>Micro-level field:</td><td>60</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee conference on computer vision and pattern recognition; ieee access; proceedings of spie; ieee international joint conference on neural networks (ijcnn)</td></tr><tr><td>Terms:</td><td>pedestrian detection; fpga; vehicle detection; yolo; instance segmentation</td></tr></table>"""	0.6394	0.4406	5	727336	32009	0	0	0	7523	0	2018.7323	0	0	0	0
61	61	"""<table><tr><td>Micro-level field:</td><td>61</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of dairy science; revista brasileira de zootecnia-brazilian journal of animal science; animal feed science and technology; journal of animal science; asian-australasian journal of animal sciences</td></tr><tr><td>Terms:</td><td>nutritive value; aerobic stability; digestibility; methane production; fermentation quality</td></tr></table>"""	-0.497	-0.2532	4	251516	31936	2	3	6	3242	1	2011.4305	0.0019	0.5	0.3333	0.1667
62	62	"""<table><tr><td>Micro-level field:</td><td>62</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of physical chemistry c; surface science; journal of catalysis; applied catalysis a-general; catalysis today</td></tr><tr><td>Terms:</td><td>preferential oxidation; low temperature co oxidation; co oxidation; gold catalyst; ceo2 nanoparticle</td></tr></table>"""	0.5715	-0.5646	3	823560	31823	0	1	1	3187	0	2011.1572	0.0003	1	0	0
63	63	"""<table><tr><td>Micro-level field:</td><td>63</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>public health nutrition; nutrients; appetite; british journal of nutrition; journal of nutrition education and behavior</td></tr><tr><td>Terms:</td><td>food frequency questionnaire; dietary inflammatory index; dietary pattern; front; nutrient intake</td></tr></table>"""	-0.6271	0.1876	2	712881	31739	0	1	1	4509	0	2013.8907	0.0002	1	0	0
64	64	"""<table><tr><td>Micro-level field:</td><td>64</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of magnetism and magnetic materials; journal of alloys and compounds; journal of applied physics; ceramics international; aip conference proceedings</td></tr><tr><td>Terms:</td><td>hyperthermia; iron oxide nanoparticle; magnetic resonance imaging; drug delivery</td></tr></table>"""	0.5287	-0.5242	3	809564	31492	1	12	21	3784	13	2012.6338	0.0055	0.5714	0.0476	0.619
65	65	"""<table><tr><td>Micro-level field:</td><td>65</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>movement disorders; parkinsonism & related disorders; neurology; neuroscience letters; plos one</td></tr><tr><td>Terms:</td><td>alpha synuclein; lrrk2; parkin; lewy body; rotenone</td></tr></table>"""	-0.7402	-0.1374	2	976412	31300	4	45	47	3998	12	2012.9357	0.0118	0.9574	0.0851	0.2553
66	66	"""<table><tr><td>Micro-level field:</td><td>66</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>malaria journal; american journal of tropical medicine and hygiene; plos one; antimicrobial agents and chemotherapy; journal of infectious diseases</td></tr><tr><td>Terms:</td><td>cerebral malaria; chloroquine; plasmodium falciparum; intermittent preventive treatment; antibody</td></tr></table>"""	-0.613	-0.2452	2	453265	31297	104	30	119	3229	30	2011.6159	0.0369	0.2521	0.8739	0.2521
67	67	"""<table><tr><td>Micro-level field:</td><td>67</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of autism and developmental disorders; autism; research in autism spectrum disorders; autism research; research in developmental disabilities</td></tr><tr><td>Terms:</td><td>high functioning autism; asperger syndrome; autistic disorder; autistic trait; asperger</td></tr></table>"""	-0.4617	0.5	2	641025	31284	0	7	8	4345	2	2014.017	0.0018	0.875	0	0.25
68	68	"""<table><tr><td>Micro-level field:</td><td>68</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>plos one; scientific reports; frontiers in microbiology; nutrients; gut microbes</td></tr><tr><td>Terms:</td><td>gut microbiome; obesity; butyrate; trimethylamine n oxide; dysbiosis</td></tr></table>"""	-0.6842	-0.1962	2	1532873	31218	25	24	53	5778	30	2017.4602	0.0092	0.4528	0.4717	0.566
69	69	"""<table><tr><td>Micro-level field:</td><td>69</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>organometallics; journal of organometallic chemistry; inorganic chemistry; dalton transactions; inorganica chimica acta</td></tr><tr><td>Terms:</td><td>hydroformylation; dppm; diphenylphosphino; ii ii; mu co</td></tr></table>"""	0.2238	-0.6773	3	548503	31134	0	0	0	1541	0	2008.0339	0	0	0	0
70	70	"""<table><tr><td>Micro-level field:</td><td>70</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>osteoporosis international; journal of bone and mineral research; bone; journal of clinical densitometry; calcified tissue international</td></tr><tr><td>Terms:</td><td>quantitative ultrasound; frax; dual energy x ray absorptiometry; physical activity; dxa</td></tr></table>"""	-0.8265	-0.0066	2	523316	30989	2	4	8	2724	4	2010.5757	0.0029	0.5	0.25	0.5
71	71	"""<table><tr><td>Micro-level field:</td><td>71</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>inflammatory bowel diseases; journal of crohns & colitis; alimentary pharmacology & therapeutics; american journal of gastroenterology; world journal of gastroenterology</td></tr><tr><td>Terms:</td><td>colitis; ileal pouch anal anastomosis; ulcerative colitis; experimental colitis; life</td></tr></table>"""	-0.8888	-0.1712	2	662216	30939	4	11	14	3685	9	2012.6763	0.0038	0.7857	0.2857	0.6429
72	72	"""<table><tr><td>Micro-level field:</td><td>72</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>atherosclerosis; american journal of cardiology; journal of clinical lipidology; circulation; journal of the american college of cardiology</td></tr><tr><td>Terms:</td><td>primary care; pcsk9; evolocumab; rosuvastatin; proprotein convertase subtilisin</td></tr></table>"""	-0.8281	-0.063	2	722872	30603	2	11	13	3087	5	2011.2103	0.0042	0.8462	0.1538	0.3846
73	73	"""<table><tr><td>Micro-level field:</td><td>73</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>journal of intelligent & fuzzy systems; expert systems with applications; european journal of operational research; information sciences; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>group decision; analytic hierarchy process; ahp; supplier selection; fuzzy ahp</td></tr></table>"""	0.5355	0.5254	5	352261	30592	0	0	0	4469	0	2014.0172	0	0	0	0
74	74	"""<table><tr><td>Micro-level field:</td><td>74</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>bioresource technology; applied biochemistry and biotechnology; biotechnology for biofuels; applied microbiology and biotechnology; bioresources</td></tr><tr><td>Terms:</td><td>cellulase; enzymatic saccharification; enzymatic hydrolysis; xylanase; bioethanol production</td></tr></table>"""	-0.1909	-0.3846	4	607583	30526	31	41	83	4020	49	2013.1082	0.0206	0.494	0.3735	0.5904
75	75	"""<table><tr><td>Micro-level field:</td><td>75</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>annals of thoracic surgery; journal of thoracic and cardiovascular surgery; journal of heart valve disease; catheterization and cardiovascular interventions; european journal of cardio-thoracic surgery</td></tr><tr><td>Terms:</td><td>transcatheter aortic valve implantation; aortic stenosis; mitral regurgitation; aortic valve replacement; tavr</td></tr></table>"""	-0.9148	-0.0063	2	230121	30473	0	5	5	4132	0	2013.5907	0.0012	1	0	0
76	76	"""<table><tr><td>Micro-level field:</td><td>76</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>hydrobiologia; river research and applications; freshwater biology; ecological indicators; north american journal of fisheries management</td></tr><tr><td>Terms:</td><td>environmental flow; plecoptera; fish assemblage; brown trout; riparian vegetation</td></tr></table>"""	-0.1443	-0.1281	4	555891	30450	5	1	21	3315	17	2011.7382	0.0063	0.0476	0.2381	0.8095
77	77	"""<table><tr><td>Micro-level field:</td><td>77</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of alzheimers disease; international journal of geriatric psychiatry; neurology; alzheimers & dementia; dementia and geriatric cognitive disorders</td></tr><tr><td>Terms:</td><td>normative data; education; subjective cognitive decline; subjective memory complaint; cognitive reserve</td></tr></table>"""	-0.6341	0.2289	2	887861	30211	0	15	18	3935	4	2013.4207	0.0046	0.8333	0	0.2222
78	78	"""<table><tr><td>Micro-level field:</td><td>78</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>chemosphere; environmental science & technology; science of the total environment; environmental pollution; marine pollution bulletin</td></tr><tr><td>Terms:</td><td>tetrachlorodibenzo p dioxin; aryl hydrocarbon receptor; dioxin; tcdd; organochlorine pesticide</td></tr></table>"""	-0.134	-0.2921	4	573834	30203	0	3	6	2722	5	2010.7077	0.0022	0.5	0	0.8333
79	79	"""<table><tr><td>Micro-level field:</td><td>79</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee industrial electronics society; ieee transactions on power electronics; ieee energy conversion congress and exposition; ieee transactions on industrial electronics; annual ieee applied power electronics conference and exposition (apec)</td></tr><tr><td>Terms:</td><td>islanded microgrid; constant power load; lcl filter; shunt active power filter; virtual synchronous generator</td></tr></table>"""	0.8545	0.2042	5	240785	30006	0	0	0	5963	0	2014.6805	0	0	0	0
80	80	"""<table><tr><td>Micro-level field:</td><td>80</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of luminescence; journal of alloys and compounds; optical materials; ceramics international; journal of materials science-materials in electronics</td></tr><tr><td>Terms:</td><td>white led; red phosphor; white light emitting diodes; persistent luminescence; wled</td></tr></table>"""	0.7102	-0.5693	3	346565	29908	0	0	0	4083	0	2013.1045	0	0	0	0
81	81	"""<table><tr><td>Micro-level field:</td><td>81</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of physical chemistry c; nano letters; proceedings of spie; journal of the american chemical society; acs nano</td></tr><tr><td>Terms:</td><td>cdte quantum dot; cdse nanocrystal; diode; quantum</td></tr></table>"""	0.6129	-0.5823	3	806319	29791	0	2	8	3288	7	2012.3032	0.0024	0.25	0	0.875
82	82	"""<table><tr><td>Micro-level field:</td><td>82</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pain; neuroscience letters; european journal of pain; neuroscience; journal of pain</td></tr><tr><td>Terms:</td><td>morphine; ketamine; gabapentin; antinociception; opioid</td></tr></table>"""	-0.803	0.0243	2	813621	29725	6	69	77	2899	16	2011.0023	0.0266	0.8961	0.0779	0.2078
83	83	"""<table><tr><td>Micro-level field:</td><td>83</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; journal of alzheimers disease; plos one; neurobiology of aging; biochemistry</td></tr><tr><td>Terms:</td><td>amyloid fibril; gamma secretase; fibril; microglobulin; presenilin</td></tr></table>"""	-0.7328	-0.1992	2	1163287	29610	0	22	27	3133	9	2011.7428	0.0086	0.8148	0	0.3333
84	84	"""<table><tr><td>Micro-level field:</td><td>84</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>organic electronics; acs applied materials & interfaces; solar energy materials and solar cells; applied physics letters; journal of materials chemistry a</td></tr><tr><td>Terms:</td><td>polymer solar cells; open circuit voltage; photovoltaic performance; bulk heterojunction solar cell; organic photovoltaic</td></tr></table>"""	0.5376	-0.6054	3	606882	29489	0	0	0	4654	0	2014.6782	0	0	0	0
85	85	"""<table><tr><td>Micro-level field:</td><td>85</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>desalination and water treatment; journal of hazardous materials; chemical engineering journal; bioresource technology; environmental science and pollution research</td></tr><tr><td>Terms:</td><td>chromium; hexavalent chromium; mercury; ion; heavy metal ion</td></tr></table>"""	0.3381	-0.4882	3	799496	29390	0	4	7	4204	3	2013.6846	0.0017	0.5714	0	0.4286
86	86	"""<table><tr><td>Micro-level field:</td><td>86</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ferroelectrics; ceramics international; journal of the american ceramic society; journal of applied physics; applied physics letters</td></tr><tr><td>Terms:</td><td>free ceramic; relaxor ferroelectric; electrocaloric effect; free piezoelectric ceramic; kna</td></tr></table>"""	0.765	-0.5651	3	231444	29291	0	0	0	3047	0	2011.4279	0	0	0	0
87	87	"""<table><tr><td>Micro-level field:</td><td>87</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of applied polymer science; polymer; macromolecules; polymer engineering and science; journal of polymer science part b-polymer physics</td></tr><tr><td>Terms:</td><td>polymer crystallization; spherulite; syndiotactic polystyrene; semicrystalline polymer; beta nucleating agent</td></tr></table>"""	0.5306	-0.4904	3	305407	29226	0	0	0	1996	0	2009.1347	0	0	0	0
