id	label	description	x	y	cluster	weight<Total  link strength>	weight<No. of pub. (2000-2021)>	weight<No. of pub. CBIII>	weight<No. of pub. CBII>	weight<No. of pub. CB>	weight<No. of pub. (2017-2018)>	weight<No. of pub. CBI>	score<Avg. pub. year>	score<Perc. pub. CB>	score<Perc. pub. CBII>	score<Perc. pub. CBIII>	score<Perc. pub. CBI>
1807	1807	"""<table><tr><td>Micro-level field:</td><td>1807</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>schizophrenia research; molecular psychiatry; american journal of medical genetics part b-neuropsychiatric genetics; translational psychiatry; biological psychiatry</td></tr><tr><td>Terms:</td><td>neuregulin; disc1; chromosome; dysbindin; pitt hopkins syndrome</td></tr></table>"""	-0.7397	-0.0538	2	364196	7510	2	15	18	959	10	2013.0286	0.0188	0.8333	0.1111	0.5556
1808	1808	"""<table><tr><td>Micro-level field:</td><td>1808</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>sedimentary geology; sedimentology; geochimica et cosmochimica acta; journal of sedimentary research; carbonates and evaporites</td></tr><tr><td>Terms:</td><td>travertine; dolomitization; carbonate reservoir; agate; halite</td></tr></table>"""	0.2769	-0.1451	4	147730	7508	0	0	0	941	0	2012.5479	0	0	0	0
1809	1809	"""<table><tr><td>Micro-level field:</td><td>1809</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plos one; circulation research; scientific reports; arteriosclerosis thrombosis and vascular biology; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>serum response factor; myocardin; acute coronary syndrome; smooth muscle cell; transgelin</td></tr></table>"""	-0.8392	-0.1979	2	394966	7508	0	6	9	1469	7	2016.1209	0.0061	0.6667	0	0.7778
1810	1810	"""<table><tr><td>Micro-level field:</td><td>1810</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>materials science and engineering a-structural materials properties microstructure and processing; international journal of pressure vessels and piping; materials at high temperatures; metallurgical and materials transactions a-physical metallurgy and materials science; engineering failure analysis</td></tr><tr><td>Terms:</td><td>p91 steel; small punch; creep crack growth; life prediction; creep damage</td></tr></table>"""	0.808	-0.4298	3	48073	7501	0	0	0	885	0	2012.2861	0	0	0	0
1811	1811	"""<table><tr><td>Micro-level field:</td><td>1811</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>evidence-based complementary and alternative medicine; acupuncture in medicine; journal of alternative and complementary medicine; american journal of chinese medicine; acupuncture & electro-therapeutics research</td></tr><tr><td>Terms:</td><td>electroacupuncture; acupoint; transcutaneous electrical nerve stimulation; acupuncture treatment; moxibustion</td></tr></table>"""	-0.8065	0.098	2	121403	7497	1	7	8	841	2	2012.6523	0.0095	0.875	0.125	0.25
1812	1812	"""<table><tr><td>Micro-level field:</td><td>1812</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>blood; frontiers in immunology; clinical cancer research; molecular therapy; cancer immunology immunotherapy</td></tr><tr><td>Terms:</td><td>car t cell; chimeric antigen receptor; blinatumomab; adoptive immunotherapy; car</td></tr></table>"""	-0.8878	-0.2265	2	291519	7470	0	0	0	1271	0	2016.7881	0	0	0	0
1813	1813	"""<table><tr><td>Micro-level field:</td><td>1813</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>advances in the astronautical sciences; journal of guidance control and dynamics; acta astronautica; ieee conference on decision and control; proceedings of the american control conference</td></tr><tr><td>Terms:</td><td>flexible spacecraft; star sensor; spacecraft attitude; star tracker; attitude estimation</td></tr></table>"""	0.8373	0.2627	3	52365	7470	0	0	0	1191	0	2013.2331	0	0	0	0
1814	1814	"""<table><tr><td>Micro-level field:</td><td>1814</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>magnetic resonance in medicine; nmr in biomedicine; journal of magnetic resonance imaging; journal of cerebral blood flow and metabolism; journal of neurochemistry</td></tr><tr><td>Terms:</td><td>lactate; canavan disease; proton magnetic resonance spectroscopy; glutamate; glucose</td></tr></table>"""	-0.7562	-0.0741	2	203534	7462	0	4	4	733	1	2010.4715	0.0055	1	0	0.25
1815	1815	"""<table><tr><td>Micro-level field:</td><td>1815</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; wireless personal communications; applied mechanics and materials; communications in computer and information science; ieee infocom</td></tr><tr><td>Terms:</td><td>privacy; security; rfid authentication protocol; large scale rfid system; rfid system</td></tr></table>"""	0.7222	0.5393	5	49357	7457	0	0	0	953	0	2012.901	0	0	0	0
1816	1816	"""<table><tr><td>Micro-level field:</td><td>1816</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; applied physics letters; ieee photonics technology letters; optics express; microelectronics reliability</td></tr><tr><td>Terms:</td><td>package; light extraction; high power led; module; junction temperature</td></tr></table>"""	0.7894	-0.5162	3	75562	7454	0	0	0	808	0	2012.101	0	0	0	0
1817	1817	"""<table><tr><td>Micro-level field:</td><td>1817</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of virology; journal of neurovirology; transplantation; transplantation proceedings; journal of medical virology</td></tr><tr><td>Terms:</td><td>merkel cell carcinoma; progressive multifocal leukoencephalopathy; patient; treatment; bk virus</td></tr></table>"""	-0.9138	-0.2215	2	100369	7452	5	1	5	724	0	2011.6715	0.0069	0.2	1	0
1818	1818	"""<table><tr><td>Micro-level field:</td><td>1818</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>aiaa journal; journal of propulsion and power; acta astronautica; aerospace science and technology; journal of fluid mechanics</td></tr><tr><td>Terms:</td><td>scramjet combustor; supersonic combustor; scramjet engine; hydrogen; hypersonic inlet</td></tr></table>"""	0.7643	-0.1583	3	42354	7450	0	0	0	1085	0	2013.3638	0	0	0	0
1819	1819	"""<table><tr><td>Micro-level field:</td><td>1819</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international journal of heat and mass transfer; inverse problems; inverse problems in science and engineering; journal of inverse and ill-posed problems; applied mathematics and computation</td></tr><tr><td>Terms:</td><td>inverse heat conduction problem; heat flux; thermal conductivity; banach space; thermal property</td></tr></table>"""	0.8574	-0.0871	3	54601	7443	0	0	0	805	0	2011.5314	0	0	0	0
1820	1820	"""<table><tr><td>Micro-level field:</td><td>1820</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; philosophical magazine; journal of alloys and compounds; materials science and engineering a-structural materials properties microstructure and processing; journal of physics-condensed matter</td></tr><tr><td>Terms:</td><td>icosahedral quasicrystal; approximant; symmetry; correlated disorder; long range</td></tr></table>"""	0.8327	-0.478	3	49586	7441	0	1	1	526	1	2009.1278	0.0019	1	0	1
1821	1821	"""<table><tr><td>Micro-level field:</td><td>1821</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; optics express; optics letters; conference on lasers and electro-optics; applied optics</td></tr><tr><td>Terms:</td><td>coherent beam; high power fiber laser; refractive glass; volume bragg grating; fiber amplifier</td></tr></table>"""	0.9311	-0.3895	3	45999	7440	0	0	0	879	0	2012.6085	0	0	0	0
1822	1822	"""<table><tr><td>Micro-level field:</td><td>1822</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>applied mathematics and computation; journal of difference equations and applications; journal of mathematical analysis and applications; advances in difference equations; applied mathematics letters</td></tr><tr><td>Terms:</td><td>oscillation criterium; difference equation; lyapunov type inequality; nonoscillatory solution; piecewise constant argument</td></tr></table>"""	1.145	0.1421	5	17854	7440	0	0	0	612	0	2010.7297	0	0	0	0
1823	1823	"""<table><tr><td>Micro-level field:</td><td>1823</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>creativity research journal; thinking skills and creativity; journal of creative behavior; gifted child quarterly; frontiers in psychology</td></tr><tr><td>Terms:</td><td>creativity; creative thinking; relationship; effect; gifted student</td></tr></table>"""	-0.1974	0.7476	1	102568	7435	0	0	0	1043	0	2013.6706	0	0	0	0
1824	1824	"""<table><tr><td>Micro-level field:</td><td>1824</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review d; journal of high energy physics; physics letters b; nuclear physics b; classical and quantum gravity</td></tr><tr><td>Terms:</td><td>randall sundrum model; large extra dimension; gauge higgs unification; radion; thick brane</td></tr></table>"""	1.2384	-0.2537	3	102863	7434	0	0	0	365	0	2007.8113	0	0	0	0
1825	1825	"""<table><tr><td>Micro-level field:</td><td>1825</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of inherited metabolic disease; molecular genetics and metabolism; journal of biological chemistry; pediatrics; genetics in medicine</td></tr><tr><td>Terms:</td><td>l carnitine; propionic acidemia; glutaric aciduria type; l carnitine supplementation; carnitine palmitoyltransferase</td></tr></table>"""	-0.758	-0.1876	2	121874	7434	0	17	17	604	2	2010.679	0.0281	1	0	0.1176
1826	1826	"""<table><tr><td>Micro-level field:</td><td>1826</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>high altitude medicine & biology; journal of applied physiology; wilderness & environmental medicine; respiratory physiology & neurobiology; aviation space and environmental medicine</td></tr><tr><td>Terms:</td><td>high altitude; acute mountain sickness; hypoxia; high altitude pulmonary edema; hypobaric hypoxia</td></tr></table>"""	-0.797	0.0007	2	121970	7434	0	0	1	826	1	2012.0075	0.0012	0	0	1
1827	1827	"""<table><tr><td>Micro-level field:</td><td>1827</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of physiology-lung cellular and molecular physiology; american journal of respiratory cell and molecular biology; plos one; american journal of respiratory and critical care medicine; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>pulmonary alveolar proteinosis; surfactant protein; pulmonary surfactant; meconium aspiration syndrome; sp d</td></tr></table>"""	-0.8474	-0.1636	2	185601	7432	0	0	1	669	1	2010.5198	0.0015	0	0	1
1828	1828	"""<table><tr><td>Micro-level field:</td><td>1828</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of chemical and engineering data; journal of chemical thermodynamics; journal of molecular liquids; journal of solution chemistry; dynamic systems and applications</td></tr><tr><td>Terms:</td><td>apparent molar volume; osmotic coefficient; conductometric study; l serine; glycine</td></tr></table>"""	0.3841	-0.5345	3	58194	7432	0	0	0	599	0	2010.174	0	0	0	0
1829	1829	"""<table><tr><td>Micro-level field:</td><td>1829</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>computer aided geometric design; computer methods in applied mechanics and engineering; journal of computational and applied mathematics; computer-aided design; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>isogeometric analysis; bezier curf; shape parameter; nurbs; hermite interpolation</td></tr></table>"""	0.8687	-0.0097	5	53091	7428	0	0	0	798	0	2011.4312	0	0	0	0
1830	1830	"""<table><tr><td>Micro-level field:</td><td>1830</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; plant disease; european journal of plant pathology; phytopathology; plant pathology</td></tr><tr><td>Terms:</td><td>erwinia; fire blight; xanthomonas; erwinia amylovora; pseudomonas syringae</td></tr></table>"""	-0.3741	-0.3091	4	131545	7425	7	7	15	818	10	2012.1605	0.0183	0.4667	0.4667	0.6667
1831	1831	"""<table><tr><td>Micro-level field:</td><td>1831</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>foot & ankle international; journal of foot & ankle surgery; journal of athletic training; knee surgery sports traumatology arthroscopy; injury-international journal of the care of the injured</td></tr><tr><td>Terms:</td><td>chronic ankle instability; ankle fracture; ankle sprain; kinesio taping; ottawa ankle rule</td></tr></table>"""	-0.8542	0.1707	2	67329	7422	0	0	0	1016	0	2013.7758	0	0	0	0
1832	1832	"""<table><tr><td>Micro-level field:</td><td>1832</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>astrophysical journal; astronomy & astrophysics; monthly notices of the royal astronomical society; journal of chemical physics; journal of physical chemistry a</td></tr><tr><td>Terms:</td><td>dissociative recombination; diffuse interstellar band; interstellar ice; water ice; meteorite</td></tr></table>"""	1.0869	-0.3312	3	136855	7406	0	0	0	735	0	2011.7101	0	0	0	0
1833	1833	"""<table><tr><td>Micro-level field:</td><td>1833</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>british journal of anaesthesia; anesthesia and analgesia; journal of clinical monitoring and computing; critical care medicine; journal of cardiothoracic and vascular anesthesia</td></tr><tr><td>Terms:</td><td>fluid responsiveness; cardiac output measurement; stroke volume variation; pulse pressure variation; impedance cardiography</td></tr></table>"""	-0.9011	0.0177	2	89704	7400	0	2	2	877	0	2012.3346	0.0023	1	0	0
1834	1834	"""<table><tr><td>Micro-level field:</td><td>1834</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee congress on evolutionary computation; genetic programming and evolvable machines; ieee transactions on evolutionary computation; artificial life</td></tr><tr><td>Terms:</td><td>genetic programming; symbolic regression; classifier system; grammatical evolution; xcs</td></tr></table>"""	0.6638	0.4516	5	50616	7400	0	0	0	718	0	2010.1509	0	0	0	0
1835	1835	"""<table><tr><td>Micro-level field:</td><td>1835</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of loss prevention in the process industries; international journal of hydrogen energy; combustion explosion and shock waves; shock waves; combustion and flame</td></tr><tr><td>Terms:</td><td>detonation transition; deflagration; detonation; dust explosion; explosion characteristic</td></tr></table>"""	0.6702	-0.275	3	41184	7399	0	0	0	1045	0	2013.6674	0	0	0	0
1836	1836	"""<table><tr><td>Micro-level field:</td><td>1836</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of the american leather chemists association; journal of the society of leather technologists and chemists; international journal of biological macromolecules; journal of cleaner production; food hydrocolloids</td></tr><tr><td>Terms:</td><td>leather; gelatin; preparation; application; property</td></tr></table>"""	-0.2135	-0.4229	3	161906	7392	0	2	4	881	4	2012.416	0.0045	0.5	0	1
1837	1837	"""<table><tr><td>Micro-level field:</td><td>1837</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; aip conference proceedings; applied optics; journal of applied physics; nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment</td></tr><tr><td>Terms:</td><td>euv; laser; mo si multilayer; euv lithography; extreme ultraviolet</td></tr></table>"""	0.9465	-0.447	3	44638	7391	0	0	0	679	0	2010.0096	0	0	0	0
1838	1838	"""<table><tr><td>Micro-level field:</td><td>1838</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>oxidation of metals; corrosion science; materials science forum; materials at high temperatures; surface & coatings technology</td></tr><tr><td>Terms:</td><td>supercritical water; ferritic stainless steel; solid oxide fuel cell; metallic interconnect; metal dusting</td></tr></table>"""	0.7869	-0.457	3	66279	7384	0	0	0	783	0	2010.9758	0	0	0	0
1839	1839	"""<table><tr><td>Micro-level field:</td><td>1839</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>energy and buildings; renewable energy; applied thermal engineering; geothermics; energies</td></tr><tr><td>Terms:</td><td>ground source heat pump system; borehole heat exchanger; ground; energy pile; thermal response test</td></tr></table>"""	0.6261	-0.1679	3	68161	7376	0	0	0	1245	0	2015.0611	0	0	0	0
1840	1840	"""<table><tr><td>Micro-level field:</td><td>1840</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review e; computers & fluids; computers & mathematics with applications; journal of computational physics; international journal of heat and mass transfer</td></tr><tr><td>Terms:</td><td>lattice boltzmann method; phase flow; porous medium; lbm</td></tr></table>"""	0.6949	-0.2623	3	105092	7357	0	0	0	1017	0	2012.9445	0	0	0	0
1841	1841	"""<table><tr><td>Micro-level field:</td><td>1841</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of materials chemistry a; journal of power sources; acs applied materials & interfaces; electrochimica acta; journal of the electrochemical society</td></tr><tr><td>Terms:</td><td>aqueous zinc ion battery; rechargeable magnesium battery; organic electrode material; organic cathode; organic radical battery</td></tr></table>"""	0.6155	-0.5703	3	213129	7353	0	0	0	1205	0	2017.8553	0	0	0	0
1842	1842	"""<table><tr><td>Micro-level field:</td><td>1842</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee international conference on image processing icip; proceedings of spie; lecture notes in computer science; ieee transactions on circuits and systems for video technology; international conference on acoustics speech and signal processing icassp</td></tr><tr><td>Terms:</td><td>wireless network; voip; multiple description coding; error concealment; wireless video transmission</td></tr></table>"""	0.8004	0.5277	5	34938	7350	0	0	0	255	0	2007.8944	0	0	0	0
1843	1843	"""<table><tr><td>Micro-level field:</td><td>1843</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>hepatology; clinical toxicology; toxicological sciences; journal of hepatology; toxicology and applied pharmacology</td></tr><tr><td>Terms:</td><td>acetaminophen; acute liver failure; acetaminophen hepatotoxicity; n acetylcysteine; fulminant hepatic failure</td></tr></table>"""	-0.7578	-0.2496	2	175144	7344	0	5	8	886	6	2012.6484	0.009	0.625	0	0.75
1844	1844	"""<table><tr><td>Micro-level field:</td><td>1844</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; applied physics letters; physical review letters; journal of applied physics; journal of physics-condensed matter</td></tr><tr><td>Terms:</td><td>laalo3 srtio3 interface; dimensional electron gas; strontium titanate; oxide interface; srtio3</td></tr></table>"""	0.7693	-0.5737	3	160194	7344	0	0	0	1083	0	2013.9318	0	0	0	0
1845	1845	"""<table><tr><td>Micro-level field:</td><td>1845</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>japanese journal of applied physics; proceedings of spie; applied physics letters; journal of applied physics; thin solid films</td></tr><tr><td>Terms:</td><td>phase change material; crystallization; ge2sb2te5; super resolution; gete</td></tr></table>"""	0.7586	-0.5444	3	62173	7344	0	0	0	665	0	2011.0852	0	0	0	0
1846	1846	"""<table><tr><td>Micro-level field:</td><td>1846</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of shoulder and elbow surgery; journal of pediatric orthopaedics; american journal of sports medicine; journal of hand surgery-american volume; journal of bone and joint surgery-american volume</td></tr><tr><td>Terms:</td><td>distal humerus; radial head; total elbow arthroplasty; distal bicep; supracondylar fracture</td></tr></table>"""	-0.8809	0.1493	2	34423	7344	0	1	1	873	0	2012.7338	0.0011	1	0	0
1847	1847	"""<table><tr><td>Micro-level field:</td><td>1847</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>international archives of the photogrammetry, remote sensing and spatial information sciences; remote sensing; proceedings of spie; sensors; photogrammetric record</td></tr><tr><td>Terms:</td><td>terrestrial laser scanning; uav; photogrammetry; unmanned aerial vehicle; documentation</td></tr></table>"""	0.4583	0.1993	4	88994	7339	0	0	1	1504	1	2015.3776	0.0007	0	0	1
1848	1848	"""<table><tr><td>Micro-level field:</td><td>1848</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of clinical immunology; journal of allergy and clinical immunology; frontiers in immunology; clinical immunology; clinical and experimental immunology</td></tr><tr><td>Terms:</td><td>common variable immunodeficiency; primary immunodeficiency disease; deficiency; hyper ige syndrome; agammaglobulinemia</td></tr></table>"""	-0.8898	-0.2039	2	149784	7329	4	2	7	908	2	2012.905	0.0077	0.2857	0.5714	0.2857
1849	1849	"""<table><tr><td>Micro-level field:</td><td>1849</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; plos one; antioxidants & redox signaling; biochemical and biophysical research communications; free radical biology and medicine</td></tr><tr><td>Terms:</td><td>carbon monoxide; bilirubin; heme oxygenase; heme; molecule</td></tr></table>"""	-0.7471	-0.2334	2	240501	7325	1	2	3	729	0	2011.5143	0.0041	0.6667	0.3333	0
1850	1850	"""<table><tr><td>Micro-level field:</td><td>1850</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>acs applied materials & interfaces; smart materials and structures; journal of applied polymer science; proceedings of spie; polymer</td></tr><tr><td>Terms:</td><td>shape memory polymer; 4d printing; epsilon caprolactone; nematic elastomer; liquid crystal elastomer</td></tr></table>"""	0.5238	-0.484	3	183136	7325	0	0	0	1167	0	2015.1084	0	0	0	0
1851	1851	"""<table><tr><td>Micro-level field:</td><td>1851</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ceramics international; journal of the european ceramic society; journal of the american ceramic society; key engineering materials; journal of the ceramic society of japan</td></tr><tr><td>Terms:</td><td>gelcasting; stereolithography; ice; ceramic core; alumina suspension</td></tr></table>"""	0.6758	-0.4893	3	117298	7322	0	0	0	726	0	2011.4499	0	0	0	0
1852	1852	"""<table><tr><td>Micro-level field:</td><td>1852</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>procedia cirp; industrial marketing management; journal of service management; journal of business research; ifip advances in information and communication technology</td></tr><tr><td>Terms:</td><td>product service system; servitization; pss; service design; new service development</td></tr></table>"""	0.079	0.7525	1	149965	7314	0	0	0	1263	0	2014.8935	0	0	0	0
1853	1853	"""<table><tr><td>Micro-level field:</td><td>1853</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>origins of life and evolution of biospheres; angewandte chemie-international edition; chemical communications; journal of the american chemical society; life-basel</td></tr><tr><td>Terms:</td><td>life; acid; cell free protein synthesis; asymmetric autocatalysis; homochirality</td></tr></table>"""	0.1211	-0.4441	3	165487	7310	0	2	3	893	2	2012.1665	0.0034	0.6667	0	0.6667
1854	1854	"""<table><tr><td>Micro-level field:</td><td>1854</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>applied geochemistry; mine water and the environment; science of the total environment; environmental earth sciences; journal of geochemical exploration</td></tr><tr><td>Terms:</td><td>acid mine drainage; schwertmannite; amd; pyrite oxidation; acid sulfate soil</td></tr></table>"""	0.2439	-0.3254	4	127251	7304	0	0	1	713	1	2011.8089	0.0014	0	0	1
1855	1855	"""<table><tr><td>Micro-level field:</td><td>1855</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>soil & tillage research; journal of terramechanics; revista brasileira de ciencia do solo; biosystems engineering; geoderma</td></tr><tr><td>Terms:</td><td>tractor; discrete element method; water range; soil compaction; agricultural tractor</td></tr></table>"""	0.1158	-0.1017	4	75896	7300	0	0	0	864	0	2012.5953	0	0	0	0
1856	1856	"""<table><tr><td>Micro-level field:</td><td>1856</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; computer communications; ieee global telecommunications conference (globecom); computer networks; networks</td></tr><tr><td>Terms:</td><td>steiner tree problem; reliable multicast; network design problem; qos routing; prize</td></tr></table>"""	0.777	0.5494	5	32139	7294	0	0	0	310	0	2007.7967	0	0	0	0
1857	1857	"""<table><tr><td>Micro-level field:</td><td>1857</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of lightwave technology; ieee photonics technology letters; journal of optical communications and networking; proceedings of spie; optics express</td></tr><tr><td>Terms:</td><td>epon; ethernet passive optical network; wdm pon; dynamic bandwidth allocation; rsoa</td></tr></table>"""	0.9053	0.3958	5	29474	7293	0	0	0	882	0	2012.4595	0	0	0	0
1858	1858	"""<table><tr><td>Micro-level field:</td><td>1858</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>microporous and mesoporous materials; rsc advances; acs applied materials & interfaces; journal of materials chemistry b; chemical communications</td></tr><tr><td>Terms:</td><td>mesoporous silica; sba; mcm; silica; hollow mesoporous silica nanoparticle</td></tr></table>"""	0.2628	-0.5411	3	366508	7289	1	5	12	1355	8	2015.6672	0.0089	0.4167	0.0833	0.6667
1859	1859	"""<table><tr><td>Micro-level field:</td><td>1859</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; bioorganic & medicinal chemistry letters; journal of medicinal chemistry; cellular signalling; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms:</td><td>phosphodiesterase; roflumilast; pde4; epac; exchange protein</td></tr></table>"""	-0.792	-0.1732	2	240651	7286	2	2	4	670	3	2010.7858	0.006	0.5	0.5	0.75
1860	1860	"""<table><tr><td>Micro-level field:</td><td>1860</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of medical genetics part a; human molecular genetics; plos one; journal of clinical endocrinology & metabolism; journal of medical genetics</td></tr><tr><td>Terms:</td><td>prader willi syndrome; angelman syndrome; beckwith wiedemann syndrome; silver russell syndrome; sotos syndrome</td></tr></table>"""	-0.8296	-0.1564	2	173931	7267	0	0	3	666	3	2010.986	0.0045	0	0	1
1861	1861	"""<table><tr><td>Micro-level field:</td><td>1861</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee infocom; ieee-acm transactions on networking; lecture notes in computer science; ieee global telecommunications conference (globecom); ieee international conference on communications</td></tr><tr><td>Terms:</td><td>packet switch; input; network utility maximization; multistage interconnection network; switch</td></tr></table>"""	0.8047	0.5345	5	44395	7267	0	0	0	486	0	2009.2785	0	0	0	0
1862	1862	"""<table><tr><td>Micro-level field:</td><td>1862</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>molecules; journal of heterocyclic chemistry; synthetic communications; tetrahedron letters; bioorganic & medicinal chemistry letters</td></tr><tr><td>Terms:</td><td>osthole; coumarins; essential oil; ferula; imperatorin</td></tr></table>"""	-0.3238	-0.5533	3	162563	7262	3	7	10	818	3	2012.2008	0.0122	0.7	0.3	0.3
1863	1863	"""<table><tr><td>Micro-level field:</td><td>1863</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plos one; international journal of molecular sciences; journal of biological chemistry; annals of the new york academy of sciences; journal of cerebral blood flow and metabolism</td></tr><tr><td>Terms:</td><td>claudin; blood brain barrier; tight junction; barrier function; caco</td></tr></table>"""	-0.8164	-0.178	2	371707	7258	5	7	16	925	13	2013.2531	0.0173	0.4375	0.3125	0.8125
